tanggal,judul,narasi,author,label
"Desember 18, 2023", Tangkapan Layar (Screenshot) Percakapan “Tito” dengan “Kementerian Dalam Negeri”,"MENYESATKAN, tangkapan layar percakapan PALSU. FAKTA: tangkapan layar seperti yang disebarkan dapat dibuat dengan cukup mudah, melalui daring menggunakan situs atau dengan memasang aplikasi yang […]",Aribowo Sasmito,0
"Desember 18, 2023", Foto Bunga Udumbara,"Hasil periksa fakta Agnes Amungkasari. Informasi menyesatkan. Foto yang ditampilkan bukanlah bunga udumbara, melainkan telur serangga Chrysopidae. ===== [KATEGORI]: Konten yang Menyesatkan ===== [SUMBER]: https://archive.cob.web.id/archive/1701957557.640549/index.html (Media) ===== […]",Tim Kalimasada,0
"Desember 18, 2023", “Capres No. 1 Akan Mengumumkan Bahwa Seluruh Partai Pendukungnya Akan  Mundur dari Kabinet”,"Hasil periksa fakta Moch. Marcellodiansyah Faktanya pihak Calon Presiden No.1, Anies Baswedan menyebut bahwa klaim terebut adalah tidak benar atau hoaks. = = = Kategori: […]",Pemeriksa Fakta Junior,0
"Desember 18, 2023", Video Seorang Prajurit AS Berdoa Agar Donald Trump Jadi Presiden di Depan Joe Biden,"Hasil periksa fakta Moch. Marcellodiansyah Faktanya video tersebut didubbing dengan audio palsu, dalam video asli tidak terdengar kalimat prajurit tersebut agar Donald Trump kembali menjadi […]",Pemeriksa Fakta Junior,0
"Desember 18, 2023", Islandia Melarang Vaksin Covid-19 Setelah Melonjaknya Kematian Mendadak,Hasil periksa fakta Moch. Marcellodiansyah Faktanya tidak ada pemberitahuan resmi dari Direktorat Kesehatan Islandia terkait klaim tersebut. Asisten Direktur Kesehatan Islandia menyebut bahwa tidak ada […],Pemeriksa Fakta Junior,0
"Desember 18, 2023", Jessica Wongso Resmi Divonis Bebas 9 Desember,Hasil periksa fakta Moch. Marcellodiansyah Faktanya tidak ada sumber pemberitaan valid yang membenarkan klaim tersebut. Kejagung menyebut kasus yang menimpa Jessica Wongso yang sudah ditetapkan […],Pemeriksa Fakta Junior,0
"Desember 18, 2023", “Capres Prabowo Gibran Bubar Jokowi Murka Setelah Tau Niat Prabowo”,Hasil periksa fakta Moch. Marcellodiansyah Faktanya Prabowo-Gibran tetap menjadi pasangan Calon Presiden – Calon Wakil Presiden pada kontestasi Pemilihan Presiden 2024. Pada debat Capres yang […],Pemeriksa Fakta Junior,0
"Desember 18, 2023", Vaksin DBD Sangat Berbahaya dan Mematikan Bagi Anak-anak Karena Efek ADE,"Hasil periksa fakta Moch. Marcellodiansyah Faktanya perkembangan pengetahuan dan teknologi saat ini, WHO telah mengeluarkan rekomendasi penggunaan Vaksin Dengue (Vaksin DBD). Meskipun empat dekade lalu […]",Pemeriksa Fakta Junior,0
"Desember 18, 2023", Video Pembuangan Kotoran Hewan di Depan McDonald’s Perancis Bentuk Protes Dukungan ke Israel,Hasil periksa fakta Moch. Marcellodiansyah Faktanya demonstran dari Departemen Federasi Serikat Petani Perancis tersebut melakukan protes terhadap McDonald’s dan Burger King Perancis yang melakukan impor […],Pemeriksa Fakta Junior,0
"Desember 18, 2023", Presiden Korea Selatan jadi Pemimpin Asing Pertama yang Menaiki Kereta Kerajaan Inggris,Hasil periksa fakta Moch. Marcellodiansyah Faktanya menaiki kereta kerajaan sudah menjadi upacara protokol untuk menyambut pemimpin dari negara-negara lain yang berkunjung ke Kerajaan Inggris. Raja […],Pemeriksa Fakta Junior,0
"Desember 18, 2023", Video Robot AI Menonton Pertandingan dan Sudah Mulai Menggantikan Manusia,Hasil periksa fakta Moch. Marcellodiansyah Faktanya video yang diklaim robot AI menggantikan manusia dan terlihat menyaksikan pertandingan adalah aktor yang berakting dan berkostum menyerupai robot […],Pemeriksa Fakta Junior,0
"Desember 18, 2023", Jokowi Tuai Pujian Setelah Batalkan Gibran Sebagai Cawapres,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan klaim bahwa Presiden Joko Widodo mendapatkan pujian setelah buat keputusan untuk membatalkan Gibran Rakabuming sebagai Cawapres […],Pemeriksa Fakta Junior,0
"Desember 18, 2023", Bencana Puting Beliung Hancurkan Kota Mekkah,"Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video yang mengklaim bahwa bencana angin puting beliung telah menghancurkan Kota Mekkah merupakan konten yang dimanipulasi. Faktanya, narator […]",Pemeriksa Fakta Junior,0
"Desember 18, 2023"," Video Lautan Manusia di Madrid, Spanyol untuk Palestina",Hasil periksa fakta Moch. Marcellodiansyah Faktanya video tersebut adalah demo masyarakat Spanyol untuk menolak UU usulan amnesti bagi separatis Catalan. = = = Kategori: Konten […],Pemeriksa Fakta Junior,0
"Desember 18, 2023", Lee Da Yeong Tak Bergerak Saat Terkena Smash dari Megawati Hangestri,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video yang mengklaim bahwa atlet voli Korea Selatan bernama Lee Da Yeong tidak bergerak ketika terkena smash dari […],Pemeriksa Fakta Junior,0
"Desember 18, 2023", Kameramen TV Terkena Smash dari Megawati Hangestri Hingga Kepalanya Benjol,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video yang mengklaim bahwa seorang kameramen TV terkena smash voli dari Megawati Hangestri hingga kepalanya benjol merupakan konten […],Pemeriksa Fakta Junior,0
"Desember 15, 2023"," “Kantor Disdukcapil, KPU dan China Taipan SUDAH BEKERJA SAMA untuk pemenangan salah satu capres”",Hoaks lama beredar kembali. KTP dan NPWP di foto itu adalah kejadian pada 2017 dan tidak ada kaitannya dengan Pemilu 2024. Selengkapnya di bagian PENJELASAN […],Adi Syafitrah,0
"Desember 15, 2023", PEJUANG HOUTHI DI YAMAN MENEMBAK DUA KAPAL MUATAN MILIK ISRAEL,"Hasil periksa fakta Pekik Jalu Utomo.Faktanya peristiwa tersebut merupakan kebakaran kapal kargo di pesisir Colombo, Sri Lanka pada Mei 2021 yang ditambahi dengan narasi menyesatkan. […]",Tim Kalimasada,0
"Desember 15, 2023", VIDEO KEMUNCULAN HARIMAU DI BANDUNG,Hasil periksa fakta Pekik Jalu Utomo.Faktanya video tersebut merupakan video penampakan Harimau Sumatera di PLTA Simarboru Tapanuli Selatan yang ditambahi dengan narasi menyesatkan. ======= [KATEGORI]: […],Tim Kalimasada,0
"Desember 15, 2023", Gambar Anies “The King Of Ngibul”,"Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Gambar Anies “The King Of Ngibul” merupakan hoaks lama yang kembali beredar. Faktanya, hoaks serupa […]",Pemeriksa Fakta Junior,0
"Desember 15, 2023", Partai Gelora Resmi Deklarasikan Anies Presiden 2024,"Hasil periksa fakta Agnes Amungkasari. Cuplikan dalam video merupakan deklarasi dukungan kepada Ketua Umum Partai Gelora, Anis Matta sebagai capres, bukan kepada Anies Baswedan. ===== […]",Tim Kalimasada,0
"Desember 15, 2023"," Video Siswi SMA Melahirkan saat UAS di Sampang, Madura",Hasil periksa fakta Agnes Amungkasari. Video siswi yang ditampilkan dalam unggahan TikTok tersebut bukan siswi yang melahirkan di Sampang. Hingga saat ini identitas siswi tersebut […],Tim Kalimasada,0
"Desember 14, 2023", Akun WhatsApp Pj Wali Kota Palangka Raya “Dr. Hera Nugrahayu”,"Hasil periksa fakta Rahmah an. Kepala Diskominfo SP Palangka Raya Saipullah, menegaskan akun yang beredar bukan milik Heru Nugrahayu KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===Sumber WhatsApp […]",Pemeriksa Fakta Junior,0
"Desember 14, 2023", Lowongan Kerja di BPJS Kesehatan Samarinda,Hasil periksa fakta Rahmah an. BPJS Kesehatan Samarinda lowongan tersebut adalah penipuan. KATEGORI: KONTEN PALSU ===SUMBER: I-Flyerhttps://archive.is/14AeN ===NARASI:“WE ARE HIRINGBPJS KESEHATAN SAMARINDADibutuhkan Bagian: ===PENJELASAN:Beredar informasi […],Pemeriksa Fakta Junior,0
"Desember 14, 2023", Akun WhatsApp Pj Wali Kota Jayapura Frans Pekey,Hasil periksa fakta Rahmah an. Frans Pekey menegaskan akun WhatsApp tersebut palsu. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===Sumber WhatsApp NARASI:“Shalom”“Apakah ini salah satu pengurus Gpt Petra […],Pemeriksa Fakta Junior,0
"Desember 14, 2023", Akun Facebook Gubernur Sumatera Barat Mahyeldi Anssharullah,"Hasil periksa fakta Rahmah an. Kepala Biro Administrasi Pimpinan (Adpim) Setdaprov Sumbar, Mursalim, menyebutkan akun Facebook resmi milik Mahyeldi yaitu berupa halaman Facebook https://www.facebook.com/MahyeldiSP, KATEGORI: […]",Pemeriksa Fakta Junior,0
"Desember 14, 2023", Sertifikasi Halal McDonald’s Dicabut di Seluruh Dunia,Hasil periksa fakta Rahmah an. Hoaks lama Kembali beredar. Situs resmi Muslim Judicial Council Halal Trust (MJCHT) menyebutkan McDonald masih menyandang status halal.= = =Kategori: […],Pemeriksa Fakta Junior,0
"Desember 14, 2023", Akun Facebook Gubernur Kepri “Haji Ansar Ahmad SE” Menawarkan Bantuan,hasil periksa fakta Rahmah an. Kepala Bidang (Kabid) Komunikasi dan Kehumasan Dinas Komunikasi dan Informatika (Diskominfo) Kepri Trio MENEGASKAN AKUN Facebook tersebut bukan milik Gubernur […],Pemeriksa Fakta Junior,0
"Desember 14, 2023", Surat Edaran Validasi Data Seleksi CASN Tahun Anggaran 2023,Hasil periksa fakta Rahmah an. Surat palsu. BKN mengimbau kepada CASN berhati-hati terhadap penipuan yang mengatasnamakan BKN dan selalu cek keaslian surat. KATEGORI: KONTEN PALSU […],Pemeriksa Fakta Junior,0
"Desember 14, 2023",: Parodi Strategi #JogetGan (Joget Ganjar),"Hasil periksa fakta Laurensius Raka. FAKTANYA, video dari akun Instagram @muhammad.ronaldo yang menampilkan video Ganjar sedang melakukan aksi menari tersebut adalah tidak benar, karena video […]",Pemeriksa Fakta Junior,0
"Desember 14, 2023",: Gibran hanya sedikit bicara saat kampanye,Hasil periksa fakta Laurensius Raka. [FAKTANYA]: Video yang menampilkan ketidakpuasan masyarakat akan aspirasi yang diucapkan Gibran saat berkampanye itu adalah tidak benar. Video tersebut telah […],Pemeriksa Fakta Junior,0
"Desember 14, 2023", Jokowi Sebut Tidak Masalah Ikut Cawe-cawe dalam Proses Pemilu 2024,"Hasil periksa fakta Laurensius Raka. FAKTANYA, video yang menampilkan narasi bahwa tidak masalah jika Jokowi melakukan cawe-cawe dalam proses pemilu 2024 yang bertujuan untuk kepentingan […]",Pemeriksa Fakta Junior,0
"Desember 13, 2023"," “DEBAT CAWAPRES Dihapus, KPU Rasa Paman MK”","MENYESATKAN, memanfaatkan isu yang sedang berlangsung. FAKTA: selain sebenarnya video yang dibagikan berasal dari kanal opini, sudah diklarifikasi oleh KPU bahwa debat calon wakil presiden […]",Aribowo Sasmito,0
"Desember 13, 2023",: “JOKOWI USIR MEGAWATI DARI ISTANA NEGARA”,"Hasil periksa fakya Yudho Ardi Faktanya, narasi tentang Megawati diusir dari istana negara oleh Jokowi adalah tidak bener dan judul dan isi video tidak sesuai […]",Tim Kalimasada,0
"Desember 12, 2023", Jutaan Pendukung Prabowo Berbalik Arah Mendukung Ganjar,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video yang mengklaim bahwa jutaan pendukung Prabowo Subianto telah berbalik arah untuk mendukung Ganjar Pranowo merupakan konten yang […],Pemeriksa Fakta Junior,0
"Desember 12, 2023", Posisi Gibran Sebagai Cawapres Secara Sah Telah Diganti,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video yang mengklaim bahwa Gibran Rakabuming gagal menjadi Cawapres dan posisinya telah digantikan oleh pihak lain merupakan konten […],Pemeriksa Fakta Junior,0
"Desember 11, 2023"," Prabowo : “Saya mengatakan saya tidak minta dukungan dari para kyai, para ulama, para santri dan sebagainya. Saya tidak minta dukungan. Tolong dicatat dan direkam”",Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta).  Video pada Tiktok merupakan audio yang tidak utuh atau hasil potongan. Audio pidato Prabowo yang […],Pemeriksa Fakta Junior,0
"Desember 11, 2023", Gambar Ganjar dan Mahfud sedang di Rumah Sakit Jiwa,"Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Gambar Ganjar dan Mahfud sedang di Rumah Sakit Jiwa merupakan editan. Faktanya, gambar yang asli […]",Pemeriksa Fakta Junior,0
"Desember 11, 2023", Prabowo Menyesal Pilih Gibran Sebagai Cawapres,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan klaim bahwa Prabowo Subianto merasa menyesal karena telah memilih Gibran sebagai cawapresnya merupakan konten yang menyesatkan. […],Pemeriksa Fakta Junior,0
"Desember 11, 2023", Anies Baswedan Berperilaku Tidak Sopan Terhadap Jusuf Kalla,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan klaim bahwa Anies Baswedan berperilaku tidak sopan dan menjauhi Jusuf Kalla ketika keduanya sedang melakukan wawancara […],Pemeriksa Fakta Junior,0
"Desember 11, 2023", Bencana Puting Beliung Sapu Bersih Wilayah DKI Jakarta,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video yang mengklaim bahwa bencana angin puting beliung telah menyapu bersih wilayah DKI Jakarta merupakan konten yang dimanipulasi. […],Pemeriksa Fakta Junior,0
"Desember 11, 2023", Foto Joe Biden Membelakangi Xi Jinping Ketika Hendak Berjabat Tangan,"Hasil periksa fakta Moch. Marcellodiansyah Faktanya foto tersebut adalah hasil manipulasi, dalam sebuah video menunjukkan Joe Biden menyambut kedatangan Xi Jinping dan tidak terlihat membelakanginya […]",Pemeriksa Fakta Junior,0
"Desember 11, 2023", Video Tangkuban Perahu Erupsi Kembali 7 Desember 2023,Hasil periksa fakta Moch. Marcellodiansyah Faktanya video tersebut adalah video amatir yang sudah lama beredar sejak Juli 2019. Diketahui gunung Tangkuban Perahu mengalami erupsi pada […],Pemeriksa Fakta Junior,0
"Desember 11, 2023", “Pengerahan Darurat Ribuan Tentara dan Peralatan Militer AS Mendarat di Pantai Israel”,Hasil periksa fakta Moch. Marcellodiansyah Faktanya video tersebut merupakan dokumentasi dari latihan Talisman Sabre yang merupakan latihan militer multinasional yang dipimpin oleh Amerika Serikat dan […],Pemeriksa Fakta Junior,0
"Desember 11, 2023", Video Megawati sebut Jokowi PKI,"Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Video yang Megawati menyebut Jokowi PKI merupakan hasil potongan video yang tidak lengkap. Faktanya, video […]",Pemeriksa Fakta Junior,0
"Desember 11, 2023", Ilmuan Universitas Yale Mengembangkan Pemberian Vaksin mRNA Melalui Udara tanpa Disuntik,Hasil periksa fakta Moch. Marcellodiansyah Faktanya klaim tersebut salah mengartikan penelitian yang menemukan bahwa molekul mRNA yang diberikan secara langsung ke hidung dapat secara efektif […],Pemeriksa Fakta Junior,0
"Desember 11, 2023", Video Ratusan Lumba-lumba Berenang di Lautan Setelah Erupsi Gunung di Meksiko,"Hasil periksa fakta Moch. Marcellodiansyah Faktanya video tersebut berlokasi di lepas pantai California selatan yang diambil pada Maret 2021, tidak ada kaitannya dengan erupsi yang […]",Pemeriksa Fakta Junior,0
"Desember 11, 2023", Video Prabowo Diteriaki “Anies Presiden” Saat Dampingi Jokowi di Solo,"Hasil periksa fakta Moch. Marcellodiansyah Faktanya video asli tidak terdengar suara teriakan warga yang menyebut “Anies Presiden”, yang terdengar adalah suara warga yang memanggil Prabowo. […]",Pemeriksa Fakta Junior,0
"Desember 11, 2023",: “WARGA SOLO ANCAM DEMO BESAR-BESARAN KE GIBRAN”,"Hasil periksa fakta Yudho Ardi Informasi yang menyesatkan, faktanya pada thumbnail tersebut merupakan aksi demo Topo Bisu di rumah dinas Wali Kota Solo pada senin […]",Tim Kalimasada,0
"Desember 10, 2023",: “JUTAAN RELAWAN JOKOWI PINDAH HALUAN DUKUNG ANIES PRESIDEN 2024”,Hasil periksa fakta Yudho Ardi Informasi menyesatkan. Judul dan isi video tidak sesuai dan narator dalam video tersebut tidak berkaitan. Dalam video tersebut sama sekali […],Tim Kalimasada,0
"Desember 8, 2023", Video “Surabaya macet total AKSI MELAWAN POLITIK DINASTI”,"MENYESATKAN, memelintir konteks menunggangi peristiwa yang baru-baru ini terjadi. FAKTA: selain menggunakan foto pratinjau (thumbnail) hasil SUNTINGAN, lokasi peristiwa yang dimuat di foto SEBENARNYA adalah […]",Aribowo Sasmito,0
"Desember 7, 2023", “tvOne mempromosikan situs judi online”,"Informasi palsu. Faktanya, di kanal Youtube dan akun Facebook serta situs resmi milik tvOne, tidak ditemukan adanya konten berita yang mempromosikan situs judi online seperti […]",Adi Syafitrah,0
"Desember 7, 2023"," Tangkapan Layar Artikel “BREAKING NEWS: Jokowi Kunjungi NTT, Begini Jadwal Kunker RI I dan RI 3 Berkunjung di Tiga Daerah”","Hasil SUNTINGAN, FAKTA: judul asli artikel yang dimuat di POS-KUPANG.COM yang disunting adalah “BREAKING NEWS: Jokowi Kunjungi NTT, Begini Jadwal Kunker Presiden di Tiga Daerah”. […]",Aribowo Sasmito,0
"Desember 7, 2023",: “HOTMAN PARIS BERI SOMASI KEPADA  MEGAWATI”,"Hasil periksa fakta Yudho Ardi Konten yang menyesatkan, faktanya judul dan isi video tidak sesuai dan narator dalam video tersebut tidak berkaitan. Dalam video tersebut […]",Tim Kalimasada,0
"Desember 6, 2023", “King Kevin berbagi hadiah melalui akun Facebook King Kevin”,Akun palsu. Akun Facebook resmi milik Samuel Kevin atau yang dikenal sebagai King Kevin adalah “King Kevin” dengan alamat facebook.com/100079282758342 yang sudah terverifikasi. Selengkapnya di bagian […],Adi Syafitrah,0
"Desember 6, 2023", Video “𝗞 𝗔 𝗥 𝗠 𝗔 (Kedua pemburu itu dimakan oleh saudara RAJA)”,Video editan. Sebuah perusahaan produksi Australia bernama “The Woolshed Company” telah mengakui membuat video palsu tersebut pada tahun 2016. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: […],Adi Syafitrah,0
"Desember 6, 2023", Video “SRI MULYANI KANTONGI BOROK PRABOWO SUBIANTO KETAKUTAN”,"MENYESATKAN, memelintir konteks memanfaatkan isu yang sedang berlangsung. FAKTA: selain berisi pembacaan artikel dari situs opini, video sebenarnya berisi potongan-potongan video dari peristiwa yang konteksnya […]",Aribowo Sasmito,0
"Desember 6, 2023", Gambar “MELANGGENGKAN DINASTI JOKOWILUPAKAN NETRALITAS KORBANKAN REKAN SEJAWAT” Tirto.id,Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Gambar berlogo Tirto.id dan Kurawal dengan narasi “MELANGGENGKAN DINASTI JOKOWILUPAKAN NETRALITAS KORBANKAN REKAN SEJAWAT” merupakan […],Pemeriksa Fakta Junior,0
"Desember 6, 2023", Video Raffi Ahmad mendukung AMIN,"Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Video Raffi Ahmad mendukung AMIN tidak benar. Faktanya, video yang asli adalah Raffi saat menghadiri […]",Pemeriksa Fakta Junior,0
"Desember 6, 2023"," Gambar Ariel Noah, Rian D’masiv, Iwan Fals serta Giring mendukung Anies","Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Gambar Ariel Noah, Rian D’masiv, Iwan Fals serta Giring mendukung Anies tidak benar dan merupakan […]",Pemeriksa Fakta Junior,0
"Desember 5, 2023", POLITIK UANG YANG DILAKUKAN GIBRAN BERBAHAYA BAGI DEMOKRASI DI INDONESIA!,"Hasil periksa fakta Dyah Febriyani Video yang beredar terkait tuduhan Gibran bagi-bagi amplop pada acara Jalan Sehat Satu Putaran di Kota Makassar pada Sabtu (25/11/2023), […]",Tim Kalimasada,0
"Desember 5, 2023"," GEDUNG KPU BANJIR DARAH, RIBUAN MAHASISWA DESAK KPU TOLAK GIBRAN JADI CAWAPRES",Hasil periksa fakta Dyah Febriyani Informasi tidak benar. Tidak ada demonstrasi di Gedung KPU. Thumbnail dan isi video merupakan aksi demonstrasi mahasiswa bukan terkait penolakan […],Tim Kalimasada,0
"Desember 5, 2023", CNN BERITAKAN BENDERA ISRAEL BERKIBAR DI GEDUNG PUTIH,Hasil periksa fakta Pekik Jalu Utomo.Gambar yang dimanipulasi. Faktanya bendera yang berkibar di atas Gedung Putih bukanlah bendera Israel melainkan bendera Amerika Serikat dan tidak […],Tim Kalimasada,0
